epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
154,836.672,0.60356,0.39408,0.90952,0.92811,0.89552,0.92939,0.74295,0.8387,0.50287,1.06787,0.0009902,0.0009902,0.0009902
155,841.979,0.60068,0.4023,0.90662,0.95117,0.87227,0.92954,0.75569,0.79012,0.52243,1.03503,0.0009836,0.0009836,0.0009836
156,846.52,0.62516,0.40419,0.91202,0.9207,0.85821,0.91305,0.72675,0.78001,0.54178,1.01896,0.000977,0.000977,0.000977
157,851.752,0.58201,0.3795,0.88916,0.93055,0.89989,0.94199,0.73493,0.80608,0.50609,1.02855,0.0009704,0.0009704,0.0009704
158,857.847,0.61983,0.39744,0.90777,0.94296,0.85075,0.93391,0.72236,0.83975,0.52699,1.06217,0.0009638,0.0009638,0.0009638
159,863.666,0.59682,0.38462,0.90205,0.9124,0.8209,0.89839,0.68796,0.88698,0.58289,1.08323,0.0009572,0.0009572,0.0009572
160,869.169,0.59923,0.39725,0.913,0.91919,0.87313,0.91831,0.72291,0.85323,0.53453,1.07014,0.0009506,0.0009506,0.0009506
161,874.438,0.58911,0.38336,0.90075,0.96683,0.87012,0.9369,0.74623,0.80392,0.50821,1.03164,0.000944,0.000944,0.000944
162,880.345,0.58503,0.381,0.90496,0.95999,0.89525,0.93989,0.75178,0.80631,0.50521,1.03308,0.0009374,0.0009374,0.0009374
163,885.932,0.59922,0.40376,0.90165,0.9305,0.91045,0.94389,0.74529,0.80021,0.4954,1.02478,0.0009308,0.0009308,0.0009308
164,891.743,0.61482,0.4041,0.90939,0.95855,0.86281,0.93879,0.74906,0.78523,0.50503,1.02331,0.0009242,0.0009242,0.0009242
165,897.065,0.62031,0.39271,0.91105,0.95543,0.86567,0.93336,0.73082,0.81023,0.54166,1.02231,0.0009176,0.0009176,0.0009176
166,902.734,0.59034,0.37651,0.9004,0.96128,0.88806,0.93314,0.72076,0.81343,0.52215,1.02473,0.000911,0.000911,0.000911
167,907.943,0.59101,0.37845,0.90857,0.95229,0.89366,0.93629,0.73488,0.78813,0.48553,1.02927,0.0009044,0.0009044,0.0009044
168,913.356,0.60138,0.39081,0.9084,0.92977,0.88913,0.93316,0.72813,0.78319,0.54054,1.03443,0.0008978,0.0008978,0.0008978
169,918.949,0.5972,0.39358,0.90705,0.89158,0.88806,0.92365,0.71307,0.84063,0.56491,1.0835,0.0008912,0.0008912,0.0008912
170,924.763,0.58374,0.37702,0.9033,0.93371,0.84094,0.89667,0.702,0.87319,0.61924,1.09156,0.0008846,0.0008846,0.0008846
171,930.462,0.60009,0.38491,0.91397,0.90743,0.85821,0.9106,0.71822,0.86198,0.58011,1.08541,0.000878,0.000878,0.000878
172,935.796,0.58919,0.39134,0.90506,0.95923,0.83582,0.90394,0.69798,0.9051,0.59022,1.10036,0.0008714,0.0008714,0.0008714
173,941.154,0.61603,0.40103,0.90645,0.9727,0.85075,0.92107,0.71679,0.83748,0.52198,1.05678,0.0008648,0.0008648,0.0008648
174,947.045,0.60165,0.38895,0.90903,0.93587,0.86567,0.92281,0.72543,0.81765,0.50433,1.04184,0.0008582,0.0008582,0.0008582
175,952.289,0.58839,0.38331,0.90828,0.94292,0.86297,0.92646,0.7375,0.80656,0.53708,1.03766,0.0008516,0.0008516,0.0008516
176,958.031,0.59545,0.38875,0.89669,0.94108,0.8806,0.93651,0.7469,0.80007,0.51146,1.02342,0.000845,0.000845,0.000845
177,963.44,0.59045,0.38188,0.90238,0.91761,0.91428,0.93692,0.74293,0.82539,0.50206,1.04448,0.0008384,0.0008384,0.0008384
178,969.153,0.57985,0.37314,0.90717,0.95547,0.87313,0.92952,0.72145,0.83601,0.50869,1.05404,0.0008318,0.0008318,0.0008318
179,974.606,0.57454,0.37746,0.90045,0.96569,0.84016,0.90579,0.70997,0.85648,0.58592,1.05513,0.0008252,0.0008252,0.0008252
180,980.257,0.5682,0.38074,0.89683,0.92328,0.91045,0.92799,0.72994,0.77459,0.51793,1.00966,0.0008186,0.0008186,0.0008186
181,985.517,0.55732,0.36453,0.89419,0.92302,0.89552,0.93321,0.73829,0.79986,0.502,1.03262,0.000812,0.000812,0.000812
